status,issue,title,validator comment 1,validator comment 2,validator comment 3,root cause 1,root cause 2,root cause 3,merged root cause,primary finding,proposed root cause group,,,,,
Satisfactory,validation-154,Inability to perform partial liquidations allows huge positions to does not get liquidate,,need partial liquidation,Likely whale impedence,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L70-L128,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L118,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L70-L128,validation-154,DUPE-Liquidate-001,,,,,
Satisfactory,validation-161,Whales might not be able to get liquidated due to no way to partially liquidate,,need partial liquidation,Likely whale impedence,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L70-L128,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L118,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L70-L128,validation-154,DUPE-Liquidate-001,DUPE-LoanLibrary-001,DUPE-RiskLibrary-001,,,
Satisfactory,validation-238,Inability to perform partial liquidations allows huge positions to accrue bad debt in the system,,need partial liquidation,Likely whale impedence,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L70-L128,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L118,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L70-L128,validation-154,DUPE-Liquidate-001,,,,,
Satisfactory,validation-315,Full liquidations of debt positions risks putting the protocol in bad debt,,need partial liquidation,Likely whale impedence,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L70-L128,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L118,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L70-L128,validation-154,DUPE-Liquidate-001,,,,,
Satisfactory,validation-195,Incorrect checked address in `CapsLibrary.validateVariablePoolHasEnoughLiquidity` causes critical functions to be in a DoS state,interesting,aave liquidity check,Incorrect address reference,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L67-L72,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L68,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,validation-196,DUPE-CapsLibrary-001,,,,,
Satisfactory,validation-196,"Size uses wrong source to query available liquidity on Aave, resulting in borrow and lend operations being bricked upon mainnet deployment",interesting,aave liquidity check,Incorrect address reference,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L67-L72,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L68,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,validation-196,DUPE-CapsLibrary-001,,,,,
Satisfactory,validation-265,Validation logic in `validateVariablePoolHasEnoughLiquidity()` is inaccurate with the introduction of virtual Accounting in AAVE3.1,,aave liquidity check,Incorrect address reference,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L68,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,validation-196,DUPE-CapsLibrary-001,,,,,
Satisfactory,validation-543,Incorrect address was used to check whether the variable pool has enough liquidity,interesting aave,aave liquidity check,Incorrect address reference,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L67-L72,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L68,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,validation-196,DUPE-CapsLibrary-001,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-BuyCreditMarket-004,,
Satisfactory,validation-546,All transactions in which CapsLibrary::validateVariablePoolHasEnoughLiquidity is called revert,interesting aave,aave liquidity check,Incorrect address reference,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L67-L72,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L68,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,validation-196,DUPE-CapsLibrary-001,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-SellCreditMarket-001,,
Satisfactory,validation-551,Wrong liquidity checking lead to token being stuck,interesting,aave liquidity check,Incorrect address reference,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L67-L72,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L68,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,validation-196,DUPE-CapsLibrary-001,DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003,,,
Satisfactory,validation-559,Incorrect Liquidity Check in Variable Pool Disrupts Borrowing Operations,interesting,aave liquidity check,Incorrect address reference,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L67-L72,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L68,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,validation-196,DUPE-CapsLibrary-001,DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003,,,
Satisfactory,validation-598,```validateVariablePoolHasEnoughLiquidity``` will always revert due to ```balanceOf``` check on wrong address,interesting,aave liquidity check,Incorrect address reference,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L67-L72,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L68,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,validation-196,DUPE-CapsLibrary-001,,,,,
Satisfactory,validation-642,`validateVariablePoolHasEnoughLiquidity` will always fail causing complete DOS to the protocol,interesting,aave liquidity check,Incorrect address reference,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L67-L72,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L68,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/CapsLibrary.sol#L60-L75,validation-196,DUPE-CapsLibrary-001,DUPE-CapsLibrary-003,DUPE-Multicall-001,,,
Satisfactory,validation-201,Borrower should always get liquidated from the smaller debt position.,,"liq mechanism, should start from small position, relate to validation#358",Liquidation should be in ascending size,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L100,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L75,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L75,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L100""",validation-201,"""DUPE-Liquidate-001,DUPE-Liquidate-001""",,,,,
Satisfactory,validation-204,The miscalculation of maxCashAmountOut in SellCreditMarket.sol negatively impacts the Size protocol by hindering the accurate valuation and trading of existing credit positions.,"QA at most, fees",maxCashAmountOut,DoS due to flawed limitation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L173-L175,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L162,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L173-L175,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L162""",validation-204,"""DUPE-AccountingLibrary-001,DUPE-AccountingLibrary-001,DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-001""",,,,,
Satisfactory,validation-211,Inconsistent Cash Amount Out Calculation in Existing Positions.,,maxCashAmountOut math,DoS due to flawed limitation,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L162,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L162,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L162,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L162,validation-204,DUPE-BuyCreditMarket-001,,,,,
Satisfactory,validation-209,`getCreditAmountOut` Doesn't Account for Swap Fee in Credit Fractionalization.,"QA at most, fees",creditAmountOut miss swap fee,fragmentationFee is paid by whoever causes the fragmentation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L296,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L296""",validation-209,"""DUPE-AccountingLibrary-001,DUPE-AccountingLibrary-001,DUPE-AccountingLibrary-001""",,,,,
Satisfactory,validation-325,Borrower overpays interest due to incorrect inclusion of fragmentation fee in credit calculation,fee 2 getCreditAmountIn,fragmentation fee double count,fragmentationFee is paid by whoever causes the fragmentation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L197,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L207""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L185,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L197,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L207,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L185""",validation-209,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002""",,,,,
Satisfactory,validation-372,Fragmentation fee and fee calculation in Sell Credit Market is Wrong leading to the payment of less or overpayment when using Credit and Cash.,"QA at most, fees",inconsistent fee cash/credit amount in/out,fragmentationFee is paid by whoever causes the fragmentation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L185-329,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L185-329,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",validation-209,"""DUPE-AccountingLibrary-001,DUPE-AccountingLibrary-001""",,,,,
Satisfactory,validation-550,AccountingLibrary::getCreditAmountIn ensures that borrowers end up paying more for fragmentation than specified in fee config,fee 2 getCreditAmountIn,fragmentation fee double count,fragmentationFee is paid by whoever causes the fragmentation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L197,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L207""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L185,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L197,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L207,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L185""",validation-209,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002""",,,,,
Satisfactory,validation-57,Incorrect Credit Amount Calculation in `getCreditAmountIn` Function Due to Improper Fragmentation Fee Handling,"QA at most, fees",creditAmountIn,fragmentationFee is paid by whoever causes the fragmentation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L250-L257,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L250-L257,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249""",validation-209,"""DUPE-AccountingLibrary-001,DUPE-AccountingLibrary-002""",DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003,DUPE-UpdateConfig-001,,
Satisfactory,validation-570,There is a discrepancy in which party pays the fragmentation fee depending on whether buyMarketCredit or sellMarketCredit is used,inconsistent fragmentation fee charging,"fragmentation fee from borrower or lender, findings #11",fragmentationFee is paid by whoever causes the fragmentation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L207-L213,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L294""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L202,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L207-L213,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L294,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L202""",validation-209,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-SellCreditMarket-001""",DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003,,,
Satisfactory,validation-58,Double-Counting of Fragmentation Fee in getCashAmountIn Function Leads to Incorrect Calculations,"QA at most, fees",fragmentation fee double count,fragmentationFee is paid by whoever causes the fragmentation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L185,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L185""",validation-209,"""DUPE-AccountingLibrary-001,DUPE-AccountingLibrary-001,DUPE-AccountingLibrary-001""",,,,,
Satisfactory,validation-664,When calculating `creditAmountIn` and `creditAmountOut` the `interest rate` is applied on top of the `fragmentationFee`,fee 2 getCreditAmountIn,fragmentation fee double count,fragmentationFee is paid by whoever causes the fragmentation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L197,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L207""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L185,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L197,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L207,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L185""",validation-209,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002""",DUPE-Compensate-002,DUPE-RiskLibrary-003,,,
Satisfactory,validation-665,Incorrect Fee Calculation in Credit Fractionalization Scenario,fee 2,fragmentation fee double count,fragmentationFee is paid by whoever causes the fragmentation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L197,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L207""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L185,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L197,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L207,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L185""",validation-209,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002""",DUPE-Compensate-002,DUPE-Compensate-002,,,
Satisfactory,validation-215,Overdue positions that are well collateralized will suffer greater losses than expected,,liq fee math,Flawed calculation affecting borrower with healthier collateral ratio status,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L105-L108,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L107-L112,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L90-L113,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L90-L113,validation-215,DUPE-Liquidate-001,,,,,
Satisfactory,validation-262,"During liquidation, the higher the collateral ratio is, the more the loss of borrower is. ",,liq fee math,Flawed calculation affecting borrower with healthier collateral ratio status,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L105-L108,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L107-L112,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L90-L113,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L90-L113,validation-215,DUPE-Liquidate-001,,,,,
Satisfactory,validation-232,Incorrect fee calculation in `AccountingLibrary.getCreditAmountIn` causing the protocol to receive a lower swap fee,"QA at most, fees","swap fee, 2 places",Likely incorrect fee calculation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",validation-232,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002""",,,,,
Satisfactory,validation-297,Incorrect fee calculation in sellCreditMarket,"QA at most, fees","swap fee, 2 places",Likely incorrect fee calculation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",validation-232,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002""",,,,,
Satisfactory,validation-305,Incorrect calculation of swapFees in `getCreditAmountIn` function,"QA at most, fees","swap fee, 2 places",Likely incorrect fee calculation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",validation-232,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002""",,,,,
Satisfactory,validation-404,Protocol swap fees accidentally sent to lender instead of the protocol due to wrong fees calculation in SellCreditMarket.,"QA at most, fees","swap fee, 2 places",Likely incorrect fee calculation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",validation-232,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002""",,,,,
Satisfactory,validation-432,`Fees` is calculated wrongly in `AccountingLibrary.sol#getCreditAmountIn()` function.,"QA at most, fees","swap fee, 2 places",Likely incorrect fee calculation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",validation-232,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002""",DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003,
Satisfactory,validation-44,Wrong calculation of `fees` in `SellCreditMarket` when `params.exactAmountIn == false` and `params.creditPositionId == RESERVED_ID`,"QA at most, fees","swap fee, 2 places",Likely incorrect fee calculation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",validation-232,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002""",DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,,,
Satisfactory,validation-538,"When `sellCreditMarket()` is called to sell credit for a specific cash amount, the protocol might receive a lower swapping fee than expected.","QA at most, fees","swap fee, 2 places",Likely incorrect fee calculation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",validation-232,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002""",DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,,,
Satisfactory,validation-66,Inconsistent fees in `sellCreditMarket` when passing amount as credit or cash,"QA at most, fees","swap fee, 2 places",Likely incorrect fee calculation,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L249,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L228-L263,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L256""",validation-232,"""DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002""",DUPE-Compensate-002,DUPE-SellCreditMarket-004,,,
Satisfactory,validation-253,Chainlink's `latestRoundData` might return stale or incorrect results in `PriceFeed.sol`,interesting chainlink,oracle stale,Known readme issue,https://github.com/code-423n4/2024-06-size/blob/main/src/oracle/PriceFeed.sol#L73,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L64-L89,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L64-L89,https://github.com/code-423n4/2024-06-size/blob/main/src/oracle/PriceFeed.sol#L73""",validation-253,"""DUPE-Compensate-001,DUPE-PriceFeed-001""",,,,,
Satisfactory,validation-453,Borrower cannot save himself from liquidation by paying partial debt - Compensate.sol,,"allow partial repay for overdued loan, maybe by design",Inadequate remediation for underwater borrowers,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L51-L53,https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L250,"""https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L250,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L51-L53""",validation-284,"""DUPE-Compensate-005,DUPE-Size-003""",DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-SellCreditMarket-001,,
